11.760062	14.336705	driving
42.299886	42.877979	scream
43.125733	44.034164	crash
44.480122	45.504172	crash
53.514888	54.704108	tire
55.298718	57.099065	music
79.875926	81.824925	tire
82.089196	86.201914	driving
165.301544	171.842253	music
183.569281	184.114340	scream
199.062171	200.020154	crash
200.020154	200.515662	scream
200.912069	201.126789	door
219.361492	223.870617	music
292.382887	294.530090	talking
\	500.494995	500.494995
297.569207	298.841011	talking
\	500.494995	500.494995
300.228434	302.441704	talking
\	500.494995	500.494995
305.926779	307.198583	tire
\	500.494995	500.494995
307.198583	307.594990	crash
\	500.494995	500.494995
313.012546	318.248417	driving
\	500.494995	500.494995
373.167245	373.943541	horn
\	500.494995	500.494995
409.504515	415.384546	talking
\	500.494995	500.494995
441.117940	441.613448	tire
\	500.494995	500.494995
441.613448	442.125473	crash
\	500.494995	500.494995
442.422778	443.248625	crash
\	500.494995	500.494995
499.802631	500.199037	tire
\	500.494995	500.494995
500.430275	500.991851	scream
\	500.494995	500.494995
576.474270	577.646973	tire
\	500.494995	500.494995
577.646973	579.728108	crash
\	500.494995	500.494995
650.684886	652.452198	crash
\	500.494995	500.494995
661.866855	663.270795	crash
\	500.494995	500.494995
735.581962	736.193089	crash
\	500.494995	500.494995
736.193089	736.853766	horn
\	500.494995	500.494995
755.319706	755.980384	crash
\	500.494995	500.494995
757.731179	760.192204	crash
\	500.494995	500.494995
774.446324	777.501958	driving
\	500.494995	500.494995
778.526008	781.086134	crash
\	500.494995	500.494995
781.086134	781.895464	horn
\	500.494995	500.494995
