0.728856	3.182673	talking
3.304149	4.543205	tire
4.640386	5.587899	crash
6.049508	8.819163	talking
15.063033	17.565440	crash
17.589735	19.217514	tire
19.266105	20.966770	crash
21.234017	21.938578	horn
23.979376	25.485680	tire
25.485680	26.336012	crash
32.264044	33.090082	crash
37.803353	39.989922	crash
74.416241	77.841866	talking
103.643383	105.684181	crash
143.123106	144.580819	crash
145.163904	149.585633	talking
221.912485	222.908589	crash
241.810265	243.073616	horn
256.606051	260.080266	talking
260.226038	261.829522	horn
262.582673	271.158884	talking
277.111211	277.937249	crash
313.432556	315.934963	talking
328.860017	334.885230	music
361.682851	368.509807	music
379.661310	380.463052	horn
424.996179	426.040873	horn
436.560701	442.537324	music
446.643215	448.125223	crash
461.317524	463.892817	crash
469.140583	469.966620	crash
487.629241	488.285212	crash
489.451382	491.516475	music
505.340452	506.700984	crash
560.296226	561.170854	horn
561.170854	561.729644	crash
562.094072	563.648966	crash
567.487610	571.472025	music
