13.493109	15.221040	crash
19.413815	23.936928	music
34.101229	35.320945	driving
39.971113	41.673633	talking
43.401564	47.848446	music
67.109796	69.041013	crash
88.480238	89.522079	horn
90.055705	90.563920	scream
103.167653	107.538302	crash
125.478293	130.712908	music
143.926499	144.688822	tire
155.767910	157.368787	talking
191.368373	193.197947	horn
193.197947	194.595539	crash
212.001904	212.789637	crash
259.748707	265.389894	music
271.590117	276.977197	driving
369.650209	371.047801	horn
381.669495	386.624592	music
389.496007	391.096884	crash
393.104333	399.634897	driving
399.761950	401.769400	horn
402.023507	402.658776	scream
450.126061	454.623764	music
456.326284	456.885321	crash
470.149733	470.912056	crash
474.723669	475.994206	crash
489.614369	495.840004	music
549.990316	551.896122	talking
578.501180	579.288913	crash
