12.260136	13.633016	crash
19.220318	20.657053	tire
45.736055	49.232110	music
54.292609	58.028119	horn
92.190478	93.020592	crash
104.706034	105.999095	crash
116.359549	116.646896	horn
116.646896	116.966170	crash
117.700502	119.648075	talking
125.714289	126.304946	crash
140.113563	141.294879	tire
149.659867	150.569799	horn
228.792023	230.436286	crash
254.286083	256.584858	talking
300.884179	301.570619	horn
340.138965	341.400098	crash
407.489896	410.985950	driving
411.401007	411.720281	crash
444.110668	450.767539	acceleration
458.302414	459.563548	acceleration
460.202097	461.734614	acceleration
463.091530	464.065317	crash
541.186044	542.654706	acceleration
544.378788	546.023051	acceleration
550.668493	554.276294	acceleration
555.170262	559.081373	music
635.563552	635.850899	horn
636.297883	637.159924	tire
637.239742	637.942146	crash
682.369177	683.279109	scream
709.539427	710.577068	crash
756.361015	756.967636	crash
