10.497538	14.519188	music
\	470.579620	586.180359
15.179151	16.169095	crash
\	269.614410	953.373840
17.241535	23.634928	crash
\	804.769958	1116.653076
27.697825	29.120871	horn
\	182.466278	1194.306152
30.193311	32.317567	crash
\	399.344086	820.598938
33.988098	38.277858	driving
\	1516.248535	2301.998047
39.185308	39.639032	crash
\	279.813934	1425.397827
43.454444	46.733635	driving
\	713.197449	1135.762573
46.733635	48.466038	tire
\	970.765930	1024.047607
77.566285	78.948083	crash
\	495.336121	546.430969
112.647448	113.451778	tire
\	728.063049	852.757996
130.548946	131.043918	scream
\	259.521057	613.381775
131.703881	132.425716	scream
\	495.336121	789.105896
138.695365	140.035915	crash
\	410.908295	422.594116
168.517447	172.972198	driving
\	953.373840	1296.057007
178.581884	181.840451	crash
\	332.443665	919.130981
224.304951	226.099225	tire
\	399.344086	1155.073364
261.840351	262.355947	horn
\	2463.247314	3862.389648
280.257445	283.577884	driving
\	1116.653076	2178.937012
295.415972	298.158944	driving
\	655.266296	2496.521484
318.617799	321.051413	crash
\	376.575653	713.197449
387.233335	392.616159	driving
\	1403.273071	1709.765747
