14.411769	15.438360	crash
16.109593	18.123293	talking
41.497997	42.485104	scream
103.172469	105.778433	talking
150.198267	151.382796	scream
173.691424	175.112859	crash
176.297388	178.034697	crash
186.800211	187.352991	tire
187.352991	188.616489	crash
195.328819	196.197474	scream
290.959788	292.025864	scream
292.894518	293.684204	scream
360.136277	362.939662	driving
364.953361	365.979953	scream
366.137890	368.625401	crash
370.520647	371.152396	crash
386.274882	387.696317	horn
387.696317	388.367550	crash
388.367550	391.368356	horn
426.864740	433.774492	music
458.925989	460.150002	crash
461.334531	464.216885	scream
