13.543963	14.629454	tire
17.959936	20.994376	music
54.841948	55.384693	horn
55.384693	56.001449	crash
65.696854	66.584983	crash
66.584983	69.052007	tire
72.579852	77.735933	driving
78.155327	79.413509	crash
79.610871	79.956254	horn
80.424989	83.040035	horn
135.883693	136.475779	crash
157.075431	157.741527	horn
157.741527	158.851688	crash
218.035599	219.984548	talking
232.171648	234.638672	talking
239.622061	240.855573	crash
271.668705	272.704855	driving
274.703145	275.369241	crash
279.045107	280.846035	driving
285.187998	285.558051	tire
295.080765	295.475489	crash
303.591998	311.165762	acceleration
323.969618	324.438353	scream
324.438353	325.499173	crash
369.708247	374.469603	driving
436.712624	437.674763	acceleration
445.273198	448.899724	driving
449.294447	451.958834	crash
462.320335	463.677199	tire
480.995708	484.079489	driving
484.770255	485.510363	crash
485.510363	486.102449	tire
495.538816	495.810189	crash
508.293331	508.552369	scream
508.984098	509.970908	crash
533.444643	534.135410	tire
534.394447	534.727496	crash
538.168994	539.020118	talking
564.307116	566.564443	driving
567.785620	568.143338	crash
