24.491947	34.599735	music
\	2408.602295	2408.602295
42.374957	48.303563	music
\	2408.602295	2408.602295
75.419647	80.959493	driving
\	2408.602295	2408.602295
83.875201	84.652723	crash
\	2408.602295	2408.602295
94.080179	94.614725	crash
\	2408.602295	2408.602295
105.840201	106.301855	crash
\	2408.602295	2408.602295
172.804295	173.314544	crash
\	2408.602295	2408.602295
174.189257	174.650910	crash
\	2408.602295	2408.602295
194.987974	196.785994	tire
\	2408.602295	2408.602295
220.621907	220.864883	crash
\	2408.602295	2408.602295
224.023566	224.388030	crash
\	2408.602295	2408.602295
224.558113	225.189850	horn
\	2408.602295	2408.602295
236.391028	236.779789	crash
\	2408.602295	2408.602295
264.260337	264.794883	crash
\	2408.602295	2408.602295
296.357423	297.620896	tire
\	2408.602295	2408.602295
300.050653	302.796278	driving
\	2408.602295	2408.602295
306.926864	307.995957	crash
\	2408.602295	2408.602295
308.336123	308.894967	crash
\	2408.602295	2408.602295
322.525902	326.705084	driving
\	2408.602295	2408.602295
333.751378	335.039149	horn
\	2408.602295	2408.602295
335.257827	335.476505	crash
\	2408.602295	2408.602295
335.695184	338.015601	horn
\	2408.602295	2408.602295
340.275275	341.222880	driving
\	2408.602295	2408.602295
343.579744	344.284373	talking
\	2408.602295	2408.602295
345.705781	345.973054	crash
\	2408.602295	2408.602295
348.985953	354.963154	music
\	2408.602295	2408.602295
355.509849	361.414158	music
\	2408.602295	2408.602295
367.160533	368.958553	driving
\	2408.602295	2408.602295
376.575840	377.596338	tire
\	2408.602295	2408.602295
384.375359	386.379908	music
\	2408.602295	2408.602295
387.412555	387.910655	tire
\	2408.602295	2408.602295
408.539289	411.041938	music
\	2408.602295	2408.602295
418.683523	419.363855	crash
\	2408.602295	2408.602295
421.745016	426.167174	music
\	2408.602295	2408.602295
427.661474	427.977342	horn
\	2408.602295	2408.602295
428.694121	429.921148	horn
\	2408.602295	2408.602295
447.269610	448.703167	talking
\	2408.602295	2408.602295
455.895247	458.981038	talking
\	2408.602295	2408.602295
483.157117	484.007532	horn
\	2408.602295	2408.602295
519.421235	521.741653	driving
\	2408.602295	2408.602295
521.875289	522.385538	horn
\	2408.602295	2408.602295
571.369433	575.390680	driving
\	2408.602295	2408.602295
576.642005	577.407378	horn
\	2408.602295	2408.602295
577.455974	577.893330	crash
\	2408.602295	2408.602295
