8.225714	11.418926	driving
14.280044	14.790958	crash
20.794197	24.549414	music
26.720798	29.352005	crash
36.785802	37.117896	horn
44.653877	46.365439	talking
56.941357	60.262297	music
78.808473	81.771773	crash
82.129413	84.811711	talking
91.683503	94.238073	talking
96.077363	99.296121	talking
101.212048	102.182785	horn
103.766618	104.584080	tire
116.181826	119.707132	horn
137.103751	138.432127	crash
142.187345	146.121382	music
146.811116	148.599314	crash
153.887274	157.438125	driving
165.357291	168.780414	music
170.185428	172.203538	tire
186.968950	187.888595	crash
242.811842	246.183874	horn
246.362694	248.176438	crash
253.260032	255.686873	horn
259.518727	260.923740	horn
262.354299	266.364974	driving
268.408629	271.142019	music
271.142019	272.419304	crash
272.419304	273.696588	tire
319.959844	321.441495	crash
321.748043	324.353704	driving
324.506978	326.192994	scream
326.499542	327.214822	crash
329.181841	330.995585	horn
359.427945	361.369418	crash
368.649941	370.080500	crash
374.193357	376.083739	driving
377.744209	379.021494	crash
385.101369	385.586738	horn
386.250926	388.396764	talking
388.498947	389.495229	crash
390.568148	394.323366	music
421.682806	422.909000	tire
473.668298	474.562397	crash
476.861510	479.237260	talking
483.120205	486.543329	crash
490.451820	493.185210	music
493.747215	495.637597	talking
532.755493	534.160506	crash
547.980728	551.557125	driving
551.684854	556.487445	crash
564.610976	565.096344	crash
573.807427	574.165067	crash
582.978332	592.455785	crash
598.126930	599.021029	crash
