14.657684	15.059953	horn
15.814208	17.046157	crash
29.843346	30.421608	crash
47.668900	51.465315	talking
51.767017	52.269853	crash
54.230916	56.418255	talking
65.494453	65.947006	crash
105.419671	106.324776	crash
106.701904	110.573745	talking
114.973564	115.702677	scream
115.702677	117.311754	crash
161.938493	164.125831	crash
191.404711	194.497156	crash
195.553112	199.776939	driving
202.391688	204.729878	talking
213.177531	214.987743	tire
224.642203	225.647876	horn
226.502698	227.759790	crash
228.212342	230.651099	music
235.930883	236.911414	horn
237.389108	238.797051	tire
238.797051	241.110098	crash
279.652516	281.135883	horn
281.437585	282.619251	crash
291.217755	296.673531	talking
312.789441	314.297950	crash
335.718785	338.182683	tire
339.364349	343.613318	music
349.571930	350.426752	horn
372.878401	373.708082	crash
409.158054	409.987735	horn
410.892840	411.295110	crash
411.295110	412.099648	horn
412.552201	413.583016	talking
452.301426	454.061353	crash
507.990567	509.675069	crash
522.597967	523.704208	crash
551.133938	551.762484	crash
586.407918	586.986180	crash
590.682028	591.813411	scream
