13.021026	13.847233	crash
\	1736.024658	1736.024658
35.593007	36.220925	tire
\	1736.024658	1736.024658
37.410663	38.501257	horn
\	1736.024658	1736.024658
43.623742	50.464737	music
\	1736.024658	1736.024658
51.125703	51.489234	crash
\	1736.024658	1736.024658
51.489234	52.811166	scream
\	1736.024658	1736.024658
63.188329	64.146729	crash
\	1736.024658	1736.024658
143.099092	144.602789	tire
\	1736.024658	1736.024658
144.602789	144.933272	crash
\	1736.024658	1736.024658
144.933272	145.296803	horn
\	1736.024658	1736.024658
145.296803	146.023865	crash
\	1736.024658	1736.024658
146.023865	146.932693	scream
\	1736.024658	1736.024658
265.625624	269.178315	driving
\	1736.024658	1736.024658
269.178315	269.607943	scream
\	1736.024658	1736.024658
269.707087	270.582867	crash
\	1736.024658	1736.024658
270.582867	271.425598	scream
\	1736.024658	1736.024658
345.932966	346.428691	crash
\	1736.024658	1736.024658
362.291869	363.035456	horn
\	1736.024658	1736.024658
364.902684	366.241140	crash
\	1736.024658	1736.024658
414.425545	415.450042	crash
\	1736.024658	1736.024658
498.153386	498.566489	horn
\	1736.024658	1736.024658
498.748255	499.425745	crash
\	1736.024658	1736.024658
505.424009	509.621142	talking
\	1736.024658	1736.024658
511.917998	513.834799	talking
\	1736.024658	1736.024658
523.220513	524.013672	horn
\	1736.024658	1736.024658
524.608541	527.748129	talking
\	1736.024658	1736.024658
528.739577	529.367495	horn
\	1736.024658	1736.024658
529.367495	529.747550	scream
\	1736.024658	1736.024658
580.427102	582.244758	tire
\	1736.024658	1736.024658
615.045184	616.598454	horn
\	1736.024658	1736.024658
616.995034	617.342041	scream
\	1736.024658	1736.024658
637.699787	641.665581	talking
\	1736.024658	1736.024658
682.678508	683.422095	acceleration
\	1736.024658	1736.024658
683.818674	687.073931	talking
\	1736.024658	1736.024658
692.609519	693.270485	tire
\	1736.024658	1736.024658
733.027577	735.473150	talking
\	1736.024658	1736.024658
