19.193736	20.894260	tire
\	549.962219	901.566528
20.894260	21.352662	crash
\	1094.253052	1094.253052
21.411810	22.372976	tire
\	774.559448	774.559448
29.441239	29.870067	horn
\	1112.879883	1310.122070
30.831233	32.028993	crash
\	1416.650146	1984.181152
32.664841	35.223020	horn
\	986.442932	1248.796021
37.914283	38.224814	crash
\	1021.640015	1622.828369
38.283962	39.940124	tire
\	1021.640015	1021.640015
44.598080	46.978813	music
\	1551.962036	1745.928711
60.449918	63.688306	music
\	1849.089600	2155.774170
72.279648	72.619752	scream
\	885.110840	969.115173
72.693688	73.152090	tire
\	643.674988	643.674988
73.152090	74.423786	crash
\	643.674988	671.718323
82.541938	83.029914	crash
\	805.334229	1150.715454
156.995298	157.335403	crash
\	1438.623901	1745.928711
174.577234	177.046690	music
\	1460.825806	2215.375732
181.941241	183.464318	music
\	2810.998047	2921.484131
192.824592	193.312568	scream
\	499.376556	537.119263
193.312568	193.815332	crash
\	462.785309	562.938538
193.889267	194.732136	scream
\	427.310455	462.785309
195.693301	196.817125	crash
\	511.827759	901.566528
235.041939	236.446719	crash
\	359.574524	820.961792
237.570544	239.167557	crash
\	499.376556	918.193115
247.196986	250.509310	crash
\	1189.341064	1352.074341
292.105597	295.713664	driving
\	1330.989746	1438.623901
298.922479	300.046303	talking
\	549.962219	868.824280
311.861245	315.143995	driving
\	1094.253052	2012.046875
318.397171	319.225252	scream
\	549.962219	562.938538
319.594931	321.310242	crash
\	602.681519	868.824280
342.485458	343.461410	tire
\	576.049622	729.572754
343.564921	345.014062	crash
\	1483.258057	2012.046875
345.635123	345.990015	crash
\	868.824280	986.442932
346.285758	347.675752	crash
\	1189.341064	1745.928711
408.865028	410.491615	tire
\	1483.258057	1575.340698
437.345102	437.980950	tire
\	1373.377686	1575.340698
467.540486	468.619949	acceleration
\	1112.879883	1112.879883
484.664020	485.728695	horn
\	671.718323	951.965515
489.824739	493.432807	driving
\	885.110840	885.110840
494.719290	495.295989	horn
\	370.574402	392.917847
495.355138	495.636094	crash
\	404.263885	439.013428
495.636094	495.902263	horn
\	359.574524	392.917847
496.375452	498.933631	driving
\	759.408752	820.961792
509.476878	510.319746	horn
\	404.263885	415.727600
511.073891	512.360374	crash
\	216.931290	537.119263
516.604290	519.768742	talking
\	885.110840	885.110840
570.163390	571.006258	tire
\	1131.700073	1310.122070
571.523809	571.849127	crash
\	643.674988	836.751404
648.653646	649.126835	crash
\	589.296814	759.408752
696.475327	698.027979	crash
\	685.958679	1112.879883
