30.799048	31.991969	horn
39.438687	41.860678	driving
44.752607	45.367142	crash
50.500317	56.175728	music
84.805829	87.553162	horn
87.553162	88.529189	crash
96.554293	97.819512	tire
132.486515	133.173349	crash
144.668768	145.500198	crash
247.982945	255.357365	driving
256.405690	258.791532	horn
262.551040	263.020978	horn
263.020978	266.672039	crash
272.600494	273.504222	tire
273.504222	274.407950	crash
280.047213	280.842493	tire
280.842493	281.276283	crash
285.469580	294.506860	driving
307.882033	310.701664	driving
311.099304	311.930734	crash
394.423020	398.977809	driving
400.966010	401.978186	crash
420.088893	421.462560	crash
433.934005	441.091531	driving
448.068310	448.791293	crash
457.539379	458.370809	crash
458.913046	461.407335	talking
495.821294	496.435829	crash
593.821552	597.906402	acceleration
599.569261	600.798331	crash
614.968785	615.836364	crash
710.691648	712.679850	driving
712.679850	713.583578	crash
713.583578	714.559604	tire
743.984985	746.262380	tire
752.841519	754.215186	crash
765.999798	766.397438	crash
772.217446	777.025279	driving
795.858969	796.943442	crash
797.413381	798.823197	tire
853.625259	854.203644	scream
854.203644	854.673583	crash
855.432714	859.662161	tire
