1.238385	2.607127	pothole
3.095963	3.878101	pothole
5.089227	5.575882	pothole
5.931515	6.642780	pothole
8.982469	9.431690	pothole
11.640356	12.145729	pothole
14.279525	14.766181	pothole
15.966167	16.439184	pothole
17.042516	17.473018	pothole
23.930560	24.922588	pothole
25.240786	25.615136	pothole
26.211699	26.850239	pothole
29.161148	31.502463	pothole
32.536290	33.296457	pothole
35.576959	36.215499	pothole
37.279733	38.283154	pothole
39.833895	40.746096	pothole
50.596729	52.025843	pothole
52.846824	53.819838	pothole
54.063091	54.944885	pothole
56.434813	57.103760	pothole
