59.317133	59.554454	horn
\	1109.841919	1344.570801
209.792003	210.648996	pothole
\	457.306885	457.306885
280.263235	281.014753	pothole
\	661.644897	718.135315
296.968016	297.389920	pothole
\	1578.657227	1578.657227
305.577504	305.959855	pothole
\	1400.735474	1400.735474
399.925894	401.692619	music
\	1609.742676	1609.742676
462.776477	463.303857	pothole
\	968.526123	1061.454468
481.748994	481.933577	horn
\	680.220459	880.500244
489.712441	490.635357	music
\	880.500244	968.526123
541.448478	541.857198	pothole
\	441.731415	737.481567
