26.498002	27.533754	tire
44.077024	45.055234	crash
143.710661	145.293061	crash
197.656105	198.001355	crash
273.007100	279.653178	talking
284.975796	285.752610	crash
359.175955	359.923998	horn
368.958062	371.662527	music
377.618104	383.113346	music
391.169199	392.032326	horn
392.377577	393.269475	horn
394.765562	395.571147	horn
398.592092	399.541532	crash
507.863982	508.870964	crash
508.870964	510.683531	tire
510.683531	512.524868	crash
534.620922	535.052486	scream
535.052486	536.519802	crash
536.519802	537.152762	scream
546.791014	547.366432	crash
549.437937	550.243522	tire
596.535906	597.945680	crash
632.614618	633.247578	scream
679.309794	680.690797	crash
