7.934125	8.603567	crash
8.826714	10.041627	tire
10.041627	10.438333	crash
17.727811	21.347755	crash
29.356263	31.959647	driving
70.936037	74.977482	driving
86.333198	87.597699	acceleration
107.284247	110.209955	driving
111.573633	113.234841	crash
152.855877	156.277469	driving
156.723763	157.864294	tire
177.476459	180.972433	driving
189.576000	191.361178	horn
208.642694	211.617991	driving
213.502346	215.113965	crash
270.107369	271.198311	crash
272.971092	275.487697	driving
355.473595	359.688599	music
361.994454	362.986220	crash
375.432879	376.040335	crash
387.891934	390.036628	horn
392.838365	393.842528	horn
394.338411	396.445913	crash
456.447733	458.939545	crash
466.824081	467.667082	crash
488.903264	495.002622	driving
533.830247	534.611262	crash
571.120634	575.075300	music
\	59.205769	59.205769
578.410112	579.389480	crash
\	59.205769	59.205769
