14.063393	14.490365	tire
\	1162.535034	1162.535034
14.490365	14.850623	crash
\	1086.674438	1766.054321
17.012169	18.333114	acceleration
\	136.505417	154.079437
22.696235	23.550180	crash
\	199.646744	554.711731
24.991210	25.404840	crash
\	860.823181	1522.568359
27.366243	30.395076	music
\	677.769897	1522.568359
30.995505	31.702678	tire
\	692.167419	706.715332
31.702678	32.156336	crash
\	209.047882	257.547882
32.156336	32.529936	tire
\	663.521362	663.521362
62.684840	64.686272	talking
\	466.650421	635.464844
68.929307	70.437053	driving
\	1569.262207	1569.262207
70.437053	71.037482	tire
\	927.094116	1068.197266
104.448048	105.061821	scream
\	677.769897	1499.583252
110.545744	110.759230	horn
\	2998.944580	3319.720703
117.924355	118.631528	horn
\	2432.145020	2960.691162
119.298672	119.712301	scream
\	466.650421	567.823303
133.362065	134.122609	horn
\	1817.863281	2432.145020
154.070211	157.979675	music
\	407.559326	407.559326
158.179818	161.648966	music
\	1013.903870	1324.055420
188.348065	188.881780	scream
\	1181.997925	1282.407349
196.207020	196.460535	crash
\	407.559326	528.894104
203.465545	205.720492	music
\	996.179016	1366.578369
218.996655	219.436970	crash
\	287.881256	407.559326
228.003098	228.483442	scream
\	329.825745	491.160339
248.377673	249.325017	crash
\	287.881256	844.681519
249.325017	250.592590	crash
\	503.607666	503.607666
251.593306	253.327880	horn
\	541.735840	541.735840
253.741509	256.610228	driving
\	649.420166	828.706848
268.085103	268.578790	tire
\	706.715332	927.094116
268.578790	268.858990	crash
\	145.246750	541.735840
268.858990	269.366020	tire
\	607.985718	649.420166
273.702455	276.757974	music
\	1221.536743	1366.578369
318.281010	319.415155	crash
\	228.145905	766.443054
328.474969	329.635799	crash
\	154.079437	797.251343
336.067066	336.734210	crash
\	430.827789	910.267151
337.134496	337.748269	crash
\	298.204437	454.585205
337.748269	338.402070	scream
\	541.735840	554.711731
338.748985	339.469500	talking
\	277.664825	373.551147
414.176274	417.365221	driving
\	961.277466	1366.578369
420.220597	420.580855	horn
\	1897.624634	2152.391602
420.580855	420.847713	crash
\	621.653809	635.464844
435.671650	436.672366	driving
\	1324.055420	1641.148071
440.968772	442.690004	driving
\	2007.917236	3155.998779
460.796289	462.290691	talking
\	503.607666	692.167419
468.348358	469.482503	talking
\	516.185242	607.985718
470.536590	471.910906	talking
\	554.711731	677.769897
473.071737	473.685509	talking
\	692.167419	828.706848
474.512768	475.726969	talking
\	621.653809	677.769897
512.112998	514.221172	driving
\	287.881256	893.614319
514.634801	514.995059	crash
\	77.795670	384.769562
526.723449	528.391309	horn
\	119.293045	1261.906006
567.165712	568.166428	tire
\	554.711731	1952.197632
606.513859	608.021604	music
\	2007.917236	2633.729736
611.944410	615.413558	music
\	1522.568359	1870.760620
626.901776	628.129321	horn
\	541.735840	649.420166
629.476952	629.730466	crash
\	842.054533	962.527072
