13.300218	14.688703	crash
28.719702	30.765890	horn
30.765890	32.081296	crash
36.392905	37.562155	horn
43.116093	46.916155	music
47.354624	52.506632	crash
53.054717	53.493186	scream
55.210522	55.612452	scream
55.977842	56.781702	crash
62.226022	62.883725	horn
63.358733	66.026084	crash
74.503147	76.805108	driving
106.145974	110.092193	driving
110.092193	111.846068	horn
111.846068	113.124935	crash
113.124935	115.280739	talking
123.392411	124.269349	crash
125.328981	126.132841	horn
186.641527	191.135831	driving
191.355066	193.364714	crash
201.110995	206.189925	music
208.163034	211.524628	horn
245.359799	250.548346	crash
255.334963	257.234994	driving
260.011963	269.183267	talking
289.535524	293.774056	driving
294.468298	294.906766	scream
295.162540	300.606860	crash
313.358993	314.162852	crash
325.563039	326.147664	crash
327.865000	333.820867	talking
345.915297	349.167273	music
369.556069	371.967647	tire
403.208545	404.450873	tire
404.450873	405.327811	crash
432.293638	432.878263	crash
445.082310	445.666935	scream
526.199027	526.856730	crash
533.616456	535.333792	scream
539.499245	546.441667	acceleration
549.985956	555.941823	music
639.579735	640.273977	crash
770.243419	770.937662	horn
770.937662	772.837693	crash
867.071933	868.679651	crash
868.679651	870.689300	horn
