0.000000	2.526702	driving
2.526702	4.567500	crash
6.025213	7.580107	horn
8.551915	11.807474	music
13.313777	14.625719	crash
18.950267	20.553751	crash
39.552608	41.399045	horn
42.127901	51.262902	driving
56.267716	62.195748	driving
82.700909	93.439393	music
94.459792	95.091468	crash
96.403409	100.387824	music
100.825138	111.320671	music
182.116924	186.441473	talking
186.781606	187.850595	tire
223.030065	224.099054	crash
225.896900	231.387619	music
231.873523	234.157273	crash
302.378234	317.829990	music
341.396348	343.339965	crash
363.504992	376.624408	driving
424.437389	429.296432	music
444.310874	446.351672	horn
467.925822	470.695477	crash
474.582711	481.482552	driving
486.195823	487.702127	crash
492.755531	494.456196	crash
550.335188	551.258407	horn
565.738354	567.439019	horn
