66.958908	71.696567	music
73.057125	73.907474	talking
74.186875	74.563458	crash
76.604296	78.086332	music
85.532960	88.011120	music
88.254077	91.546142	music
108.188686	111.748004	music
113.339372	114.784965	tire
119.243223	121.284061	tire
133.116059	137.744387	driving
139.335755	139.530120	crash
146.053512	146.162842	door
171.478946	172.013451	talking
175.305517	175.840022	crash
175.937205	176.398823	crash
187.064628	188.303708	talking
193.660907	193.903864	crash
194.620586	195.458788	talking
228.306554	229.703556	talking
231.586472	233.651605	driving
234.441215	235.340155	talking
236.117617	236.311982	crash
236.749305	236.955818	crash
238.425707	238.960212	talking
242.969000	243.734314	talking
286.786268	287.600174	talking
294.500148	295.301906	talking
308.069289	308.287950	crash
308.448909	308.622015	tire
317.374536	317.714676	crash
326.947036	327.505837	tire
327.530132	327.773089	crash
390.225148	390.407366	crash
458.981937	459.820139	talking
476.620605	477.033632	horn
480.690132	481.540481	talking
489.059996	489.582353	crash
540.688327	541.660154	crash
552.180186	553.200605	tire
