0.194365	4.105971	driving
11.176015	12.269321	tire
12.269321	13.727062	crash
18.561904	19.120704	crash
28.814683	30.223832	crash
90.792976	91.546142	crash
110.885507	114.991478	talking
127.746713	130.686491	driving
132.411484	133.334721	crash
150.123039	152.698382	music
158.237798	158.845190	crash
160.594479	161.930742	crash
195.313014	198.179904	tire
208.772823	213.461890	driving
214.263648	215.527024	crash
263.559593	264.531421	crash
319.245304	320.630158	tire
320.630158	322.282264	crash
327.384358	330.810050	driving
338.074460	339.240653	crash
380.519022	384.309149	driving
384.916541	385.694003	crash
410.135462	414.703051	crash
428.260043	430.082220	crash
454.718045	455.616985	crash
547.697632	548.815234	crash
556.857105	561.910608	driving
563.076801	565.967987	crash
578.455969	579.282023	crash
