21.876390	36.495708	firetruck
\	1059.111816	1537.679077
58.266923	63.630846	firetruck
\	1326.593384	1506.228271
71.098268	76.251840	firetruck
\	1034.387695	1034.387695
266.197804	275.768724	firetruck
\	1059.111816	1059.111816
286.286219	292.807066	firetruck
\	644.294678	663.458130
320.362904	333.720123	firetruck
\	1034.387695	1034.387695
352.861964	359.698336	firetruck
\	848.701172	1569.578125
381.154026	390.724947	firetruck
\	784.313782	1010.010742
401.557967	404.502866	firetruck
\	1161.584351	1215.037720
411.970287	421.751558	firetruck
\	1326.593384	1326.593384
441.839974	450.885019	firetruck
\	663.458130	663.458130
453.935093	462.874964	firetruck
\	893.170593	893.170593
511.991667	524.717836	firetruck
\	1326.593384	1326.593384
539.337154	552.273673	firetruck
\	938.916748	938.916748
552.273673	564.053268	firetruck
\	1326.593384	1326.593384
591.083230	598.550652	firetruck
\	1059.111816	1059.111816
612.644096	622.951241	firetruck
\	805.473145	805.473145
