10.255920	13.724467	music
13.724467	16.893571	crash
29.095869	32.289927	talking
32.414695	32.838905	crash
32.838905	33.662373	scream
33.662373	34.510795	crash
35.009866	36.656802	scream
52.252787	52.826719	scream
66.551186	68.447658	horn
70.319176	71.841344	talking
77.780295	80.550142	driving
97.219130	100.662724	crash
130.307571	133.202186	music
164.943134	173.552118	music
174.724936	175.099239	crash
188.000238	188.898567	crash
189.023335	192.741417	driving
193.140675	194.138818	crash
240.752097	243.047826	music
273.316513	274.189888	horn
333.729119	337.247573	crash
353.766840	357.934087	music
368.614218	369.088335	crash
369.362825	369.911803	scream
374.104004	378.071623	driving
439.407511	442.102497	driving
442.277172	442.776244	crash
442.776244	444.772530	tire
444.947205	446.444420	crash
477.561528	479.258371	crash
525.372579	526.270908	scream
550.600644	556.888945	talking
573.657748	577.400784	music
583.564317	585.136392	crash
