14.844533	15.491028	tire
\	891.890564	1205.909912
15.491028	16.435907	crash
\	82.528770	656.474731
19.568924	23.994932	driving
\	990.348633	1651.381348
47.393098	49.419613	crash
\	-1.000000	860.362549
113.186455	113.832950	horn
\	209.196930	924.055603
113.982142	114.902154	crash
\	345.855713	956.870605
126.563940	129.473170	driving
\	683.882996	1149.570190
132.108883	132.655917	scream
\	467.492340	603.275757
134.757028	137.380308	driving
\	603.275757	769.475891
141.085225	142.925251	crash
\	90.394951	784.247437
165.105022	167.454785	driving
\	740.372314	1581.873413
173.944605	174.988944	horn
\	377.713470	1385.436401
174.988944	175.312192	crash
\	122.658386	122.658386
175.312192	175.821929	scream
\	629.609192	642.974792
224.271799	225.378301	crash
\	590.305298	769.475891
300.782063	304.399951	music
\	1536.680054	2059.462891
312.406550	313.910896	crash
\	467.492340	1131.163086
334.922002	336.078234	crash
\	784.247437	907.892639
370.877101	372.916049	driving
\	799.167480	2172.102539
382.650780	383.396737	tire
\	577.463867	956.870605
397.942887	399.521828	driving
\	1627.979980	1651.381348
441.892153	444.055426	horn
\	829.458984	1205.909912
445.025170	445.671665	crash
\	491.082184	876.047729
457.644266	458.066975	crash
\	122.658386	814.237488
459.359966	460.342142	crash
\	255.822342	754.851318
470.735801	471.655814	horn
\	479.228271	503.055267
472.240147	473.110429	crash
\	335.447144	527.363708
479.500789	480.632156	crash
\	98.340195	740.372314
481.465141	483.976528	talking
\	325.142151	325.142151
495.563717	496.695085	scream
\	-1.000000	754.851318
497.080496	497.590232	crash
\	255.822342	907.892639
497.590232	498.236728	scream
\	314.939697	335.447144
498.236728	499.467556	crash
\	503.055267	527.363708
499.467556	500.971902	scream
\	577.463867	656.474731
501.469206	502.501112	scream
\	829.458984	891.890564
521.485703	524.656018	driving
\	1283.708008	1698.892334
524.705748	528.149581	driving
\	1244.419922	1581.873413
529.442572	530.263124	crash
\	726.037415	740.372314
530.263124	530.735563	scream
\	860.362549	860.362549
531.668008	532.575589	crash
\	642.974792	1131.163086
