25.229752	26.764409	driving
\	4699.300781	4699.300781
28.728769	29.219859	tire
\	4699.300781	4699.300781
29.235205	30.202039	crash
\	4699.300781	4699.300781
80.047681	82.978874	talking
\	4699.300781	4699.300781
88.733836	90.099680	talking
\	4699.300781	4699.300781
93.015528	93.629390	horn
\	4699.300781	4699.300781
94.181867	95.394245	horn
\	4699.300781	4699.300781
97.711576	99.691283	driving
\	4699.300781	4699.300781
106.060107	106.704663	horn
\	4699.300781	4699.300781
109.037341	109.328926	crash
\	4699.300781	4699.300781
114.961115	115.713097	horn
\	4699.300781	4699.300781
151.086928	151.854256	talking
\	4699.300781	4699.300781
153.020595	154.555251	music
\	4699.300781	4699.300781
161.384473	162.765663	talking
\	4699.300781	4699.300781
173.784497	174.091428	crash
\	4699.300781	4699.300781
183.652338	185.432539	acceleration
\	4699.300781	4699.300781
191.555818	193.458792	acceleration
\	4699.300781	4699.300781
