13.010276	19.393823	music
20.994775	21.420345	horn
39.172684	45.090131	driving
46.995062	51.352086	talking
51.919512	52.264021	horn
52.669326	55.648314	talking
56.053619	57.208737	driving
64.402892	66.429415	music
69.631321	72.326596	horn
73.522245	77.453699	talking
80.392157	81.709396	talking
83.006371	89.511509	music
266.183760	272.060676	music
284.442730	286.732701	horn
328.479069	331.640444	talking
332.147075	333.606172	horn
337.922665	346.373265	music
346.981222	348.460583	talking
348.784827	351.682754	talking
351.946202	353.972725	horn
356.242430	361.572185	music
379.486646	385.870193	music
387.349554	391.281008	music
412.681088	421.212749	talking
424.434920	425.752160	horn
444.274578	447.577810	music
447.739932	449.685393	horn
464.803253	470.477517	driving
481.704452	482.373205	horn
