15.723905	16.384360	crash
35.613756	41.329231	music
57.815199	60.584029	tire
66.528122	68.585693	horn
68.585693	69.906603	tire
69.906603	72.472216	crash
87.154634	88.399338	tire
174.461681	175.249147	horn
175.249147	176.392241	crash
184.597122	190.007772	crash
225.596126	226.434395	crash
226.434395	226.764623	scream
334.037727	335.663462	horn
337.009773	337.517816	horn
343.969951	344.579602	crash
378.974057	387.051927	driving
401.302510	402.166182	crash
445.095745	445.984819	tire
465.696855	472.860250	crash
487.745885	489.092197	crash
496.382602	496.839840	crash
497.957533	498.922813	crash
504.511277	505.324144	scream
511.877888	513.071787	horn
513.249602	513.732242	scream
527.627196	528.160640	crash
593.418657	594.841175	scream
