43.945152	44.832216	crash
71.036087	71.674773	crash
74.176294	77.440689	music
78.203565	80.598637	driving
81.290547	81.627632	crash
92.467554	92.733673	scream
92.733673	92.982051	crash
108.683084	111.273311	driving
111.450724	111.947480	scream
113.118405	113.757091	scream
113.757091	114.786085	crash
165.171322	169.890502	driving
175.212886	177.182169	acceleration
203.740866	204.184398	crash
232.889789	239.826630	talking
265.445039	265.924054	crash
265.924054	266.438551	scream
267.538510	269.294897	talking
274.599540	275.096296	horn
275.575310	275.894653	crash
279.336462	282.086360	music
370.349231	371.325001	crash
\	219.627029	219.627029
374.092641	377.445743	music
\	219.627029	219.627029
428.700303	429.268024	horn
\	219.627029	219.627029
477.879132	478.322664	crash
\	219.627029	219.627029
478.411371	479.262952	scream
\	219.627029	219.627029
480.362911	482.172522	talking
\	219.627029	219.627029
494.165628	495.709119	scream
\	219.627029	219.627029
496.028462	496.809078	scream
\	219.627029	219.627029
504.366864	505.502306	horn
\	219.627029	219.627029
510.434382	511.108551	scream
\	219.627029	219.627029
512.261734	512.900420	scream
\	219.627029	219.627029
513.343952	513.947155	scream
\	219.627029	219.627029
514.355205	515.029374	scream
\	219.627029	219.627029
515.384199	516.129333	scream
\	219.627029	219.627029
516.537382	517.247034	scream
\	219.627029	219.627029
518.595371	521.327528	driving
\	219.627029	219.627029
557.306845	557.927790	crash
\	219.627029	219.627029
638.703840	639.076407	crash
\	219.627029	219.627029
731.295583	736.032505	talking
\	219.627029	219.627029
764.489519	764.897568	scream
\	219.627029	219.627029
766.973298	767.487795	crash
\	219.627029	219.627029
782.106611	782.443695	horn
\	219.627029	219.627029
839.464170	843.189839	music
\	219.627029	219.627029
